state_name,city,"ROUND(AVG(Mean),1)"
Oklahoma,Chandler,54417.5
Florida,"Miami Springs",54411.3
Illinois,Hoopeston,54404
"North Carolina",Statesville,54397.2
Tennessee,Westmoreland,54396
California,Visalia,54387.7
Ohio,"Martins Ferry",54383.5
Oregon,Garibaldi,54381
Wisconsin,Livingston,54379.5
Tennessee,Monteagle,54378
Vermont,"Fair Haven",54373
Indiana,Indianapolis,54372
"New York",Schenevus,54367
"North Dakota",Dunseith,54367
Pennsylvania,Franklin,54366.8
Michigan,Alpena,54361.8
Oklahoma,"Deer Creek",54361
"New York",Canastota,54358.5
Illinois,Nokomis,54358
Nebraska,Scottsbluff,54356.5
Maine,Auburn,54347.7
Florida,"Lake Worth",54346.4
Louisiana,"St. James",54344.5
"New York",Oneida,54322
Pennsylvania,"New Florence",54322
Missouri,Ridgeway,54321
Oklahoma,Pryor,54321
Florida,"Deerfield Beach",54316
Pennsylvania,Grampian,54315
Washington,"Port Angeles",54314.7
"North Carolina",Goldsboro,54314
Kansas,Greensburg,54306
Pennsylvania,Turbotville,54304
Florida,"Bonita Springs",54302
Michigan,Watervliet,54300
Michigan,Albion,54296.5
Iowa,Boxholm,54285
Illinois,Knoxville,54284
Kansas,"Junction City",54279.5
Idaho,Sandpoint,54276.5
Louisiana,Stonewall,54275
"North Carolina","Kill Devil Hills",54268
Oregon,"Camas Valley",54267.5
"West Virginia","New Martinsville",54260.5
California,"Panorama City",54245.8
Virginia,Bland,54243
Georgia,Chamblee,54242.3
Wisconsin,"West Allis",54240.4
Wisconsin,"River Falls",54239
Washington,Hoquiam,54238
California,Madera,54237.9
Illinois,"Spring Valley",54237
Alabama,Ashford,54235
Michigan,Belding,54233.5
Illinois,Justice,54229.5
Missouri,Jameson,54227
Arkansas,Smackover,54222
Pennsylvania,Brookville,54219
Colorado,Fairplay,54218.5
Minnesota,Marble,54208
Florida,"New Smyrna Beach",54206
Texas,Trinity,54203.5
Ohio,Norwalk,54201.5
Georgia,Tifton,54197
Montana,Missoula,54189.3
Vermont,"Essex Junction",54178
Ohio,Sidney,54173.3
Georgia,Cartersville,54156
Colorado,Nucla,54152
Mississippi,Forest,54143
Maryland,Hagerstown,54142
California,Inglewood,54139.5
Vermont,"Saint Johnsbury",54134
Maine,Strong,54129
Vermont,"East Montpelier",54118
Alabama,Berry,54116
Wisconsin,Oneida,54114
"New Hampshire",Winchester,54114
Michigan,Tustin,54113
Colorado,Leadville,54111
"North Carolina","Rocky Point",54104
Colorado,Paonia,54096.3
Kentucky,Danville,54095
"West Virginia",Holden,54093
Arizona,"Apache Junction",54092.7
Illinois,Thornton,54080
Massachusetts,"South Yarmouth",54076
Virginia,Blackstone,54073
Illinois,"Mt Sterling",54060
Florida,Bradenton,54056.2
California,"Bell Gardens",54055
"New York","Mastic Beach",54046
"New York",Whitehall,54044
Michigan,Deckerville,54041
Texas,Hunt,54032
"North Carolina",Sylva,54031.5
Louisiana,Plaquemine,54021
Kentucky,Harrodsburg,54019.5
"North Carolina",Badin,54019
Louisiana,Florien,54019
Pennsylvania,Factoryville,54016.5
Illinois,"Du Quoin",54016
Illinois,Aledo,54015
Nebraska,Deshler,54015
Pennsylvania,"Old Forge",54009
"New York","Middle Granville",54007
Kentucky,Sweeden,54001
Oregon,Frenchglen,54000
Alabama,Gilbertown,53998
Illinois,Malden,53996
Missouri,Smithton,53979
"New Jersey",Riverside,53972
Texas,Rocksprings,53970
Montana,Froid,53956
Pennsylvania,Pleasantville,53952
Oregon,Wilsonville,53951
Missouri,Bloomsdale,53938
Georgia,Adairsville,53935
Minnesota,"Little Falls",53932
Tennessee,"Big Sandy",53931
Wisconsin,Wausau,53926.6
Pennsylvania,Kingston,53918
Florida,"Fort White",53918
Wisconsin,Marinette,53912
Texas,Anson,53912
"North Carolina",Smyrna,53911
Nevada,"North Las Vegas",53911
Texas,Shamrock,53905
Iowa,Edgewood,53902
Arizona,Yuma,53900.8
Georgia,"West Point",53882
Oklahoma,Atoka,53881
Iowa,Westside,53876
Tennessee,Ridgely,53867
Wisconsin,"Eagle River",53859
Tennessee,Unionville,53854
Ohio,Bridgeport,53848
"North Carolina","Newton Grove",53847
Oklahoma,Porum,53847
Tennessee,Toone,53843
Arkansas,Cedarville,53835.5
Kentucky,Maysville,53833.7
Oklahoma,Waukomis,53833.5
Kansas,Hesston,53824
Georgia,"Social Circle",53822
Texas,Chireno,53818
Delaware,Seaford,53812.5
Texas,Alice,53805
Minnesota,Carlton,53803
Michigan,Vanderbilt,53801
Wisconsin,Westfield,53794
Pennsylvania,Bedford,53794
Indiana,Danville,53792
Georgia,Temple,53791.5
Kansas,Newton,53785
"North Carolina",Oxford,53784
Washington,"Port Townsend",53783.7
Florida,"Laurel Hill",53775
Texas,"El Paso",53773.5
Ohio,Deshler,53772
Iowa,Thornburg,53769.5
Arkansas,"Center Ridge",53764
Pennsylvania,Berwick,53762.5
Oklahoma,Hartshorne,53756
Alaska,Takotna,53751
Virginia,Lebanon,53741
Oklahoma,Tonkawa,53737
"South Carolina",Sumter,53736.2
Iowa,"North English",53736
Indiana,Monroeville,53734.5
Illinois,Joliet,53728.5
Iowa,Marengo,53727
Pennsylvania,Zelienople,53724
Indiana,Crawfordsville,53723.5
Kansas,Lyons,53719
California,"National City",53709
Alaska,"Copper Center",53706.5
Illinois,Marshall,53705
Alabama,Silverhill,53701
Louisiana,"West Monroe",53697.2
Illinois,Earlville,53693
"South Carolina",Ridgeway,53687
Ohio,Pomeroy,53684
Missouri,"Blue Eye",53682
Texas,Joaquin,53679
"New Mexico","Jemez Pueblo",53671
Ohio,"West Alexandria",53668
Arizona,Nogales,53646
Louisiana,Westwego,53643
Kansas,Solomon,53641
Arkansas,Waldron,53636
"New York",Jamestown,53632.1
Michigan,"Brownstown Twp",53622
California,"San Pablo",53618.2
Illinois,Hardin,53605.5
Louisiana,Destrehan,53593.5
"New York",Mooers,53593
Colorado,"Buena Vista",53587
Ohio,"Oak Harbor",53585
"North Carolina","Deep Run",53580
Colorado,Guffey,53579
Mississippi,Laurel,53577.4
Minnesota,Randall,53576
"South Carolina","North Charleston",53573.9
Georgia,Hamilton,53573
Texas,Willis,53572
Michigan,"Lake Linden",53563.5
Illinois,Chadwick,53555
"West Virginia",Elkins,53551.5
Indiana,Albion,53543
Ohio,Beallsville,53539
Pennsylvania,Trevorton,53539
Kansas,"Baxter Springs",53538.5
"New Jersey",Irvington,53532
Minnesota,"Big Stone City",53519
Pennsylvania,"Coal Center",53517
Alabama,Eva,53516.3
Louisiana,Monterey,53512
Pennsylvania,Clearfield,53505.3
Michigan,Baraga,53497
Ohio,"Fairview Park",53496.5
Ohio,Rittman,53492.5
"North Carolina",Kenly,53492
Iowa,Arlington,53482
"North Carolina",Swannanoa,53468.7
Florida,"Fort Myers",53465.4
Alabama,Cottondale,53461.5
Indiana,Oxford,53460.5
"North Carolina",Ennice,53459.5
Ohio,Middlefield,53457
Pennsylvania,Cresson,53453
California,Montebello,53451.7
Idaho,Murtaugh,53451
"New Jersey",Woodbury,53442
Missouri,Jamestown,53439
Mississippi,Lucedale,53438.3
Kansas,Phillipsburg,53431
"New Hampshire",Charlestown,53430
Oklahoma,Grove,53423.3
Georgia,Bowdon,53423
Illinois,Murphysboro,53421
Florida,"Ft Lauderdale",53419
"North Carolina",Greensboro,53407.1
Michigan,Onaway,53406.4
Ohio,Elyria,53401.7
Missouri,Jasper,53401
Alabama,Slocomb,53395
Indiana,Waterloo,53391
"New York",Elmira,53389.4
"New Jersey",Lodi,53389.3
Alabama,Graysville,53387.5
Alabama,Adamsville,53383
Michigan,"Imlay City",53381
Oklahoma,Wanette,53379.5
Iowa,Knoxville,53371
Montana,"Willow Creek",53371
California,Beaumont,53361.2
"New York",Wellsville,53350
Utah,"South Salt Lake",53344
Ohio,"Newton Falls",53341
Vermont,"West Rutland",53331
California,Ridgecrest,53320
California,Riverdale,53317
"West Virginia","South Charleston",53315.5
Indiana,Brooklyn,53311
Missouri,Higginsville,53310
"Rhode Island",Providence,53309.2
Texas,"Galena Park",53307
Oklahoma,Watonga,53302.5
Kansas,Atwood,53289.5
Washington,Hunters,53288
Missouri,Buffalo,53288
Florida,Wimauma,53273.5
Oklahoma,Blackwell,53270
"North Carolina",Gates,53268
Minnesota,Lakefield,53265
Virginia,Martinsville,53262.8
Virginia,Hampton,53259.4
Pennsylvania,Montrose,53257.5
Mississippi,Seminary,53257
"North Carolina",Winfall,53255.5
"New York",Gloversville,53253.7
California,Edgewood,53251
Kentucky,Scottsville,53248
Michigan,"New Era",53243
Wisconsin,Knapp,53235
Mississippi,Ackerman,53229
Ohio,Celina,53224
Louisiana,Thibodaux,53223.5
Illinois,"Sauk Village",53208
Pennsylvania,"North Versailles",53201.5
Montana,"Red Lodge",53194
Kentucky,"New Castle",53191
Alabama,Eclectic,53188
Nebraska,Hastings,53186.2
Michigan,Pickford,53175
"New Jersey",Carteret,53173
"New York",Hudson,53170
Ohio,Kenton,53167.3
Ohio,Philo,53156
California,"Elk Creek",53148
Pennsylvania,Newfoundland,53141
Kentucky,Symsonia,53138.7
Kansas,"Mound City",53135
Alabama,Vinemont,53132.5
Illinois,Oglesby,53132
Indiana,"South Bend",53131.8
"South Dakota",Mobridge,53131
Kansas,Canton,53115
Kansas,"Long Island",53113
Missouri,"Kansas City",53109.6
Michigan,Flushing,53108
California,"Rancho Cordova",53107.6
Florida,Williston,53101
Idaho,Paul,53100
Minnesota,Aitkin,53095.5
California,Lebec,53093.3
Michigan,"Three Oaks",53091
Indiana,Centerville,53080
Pennsylvania,Liberty,53078
Connecticut,Putnam,53078
Kentucky,Elsmere,53070
"North Carolina",Kannapolis,53068.3
"South Carolina",Salem,53067.5
"New Mexico",Fruitland,53067
Kentucky,"Olive Hill",53062
"New York",Unadilla,53059.5
Nebraska,Springview,53059
Vermont,Lyndonville,53058
Maryland,Salisbury,53057.5
Missouri,Center,53051
Alabama,Rogersville,53050
Illinois,Lewistown,53050
"North Carolina",Halifax,53044.5
Georgia,"La Fayette",53044
Illinois,"North Aurora",53031
Pennsylvania,Bobtown,53028
Arkansas,Morrilton,53027.3
California,Arvin,53026
Wisconsin,Westby,53019
"West Virginia",Clendenin,53018
Wisconsin,Spooner,53013
Pennsylvania,Salina,53013
Texas,Bridgeport,53007
Michigan,Dundee,53005
Tennessee,"Church Hill",53004
"South Dakota",Ethan,53000
"South Dakota",Winfred,52999
Wisconsin,Shullsburg,52992
Montana,Rosebud,52986
Texas,Brownsboro,52980
Louisiana,Castor,52979
Minnesota,"West Saint Paul",52978
Florida,Dunnellon,52976
Ohio,Brilliant,52976
Utah,Panguitch,52974
Oregon,Arock,52972
Kansas,Liberal,52957.5
Nebraska,Odell,52956
California,Shingletown,52956
Alabama,Cullman,52953.5
Oregon,Albany,52950
Wisconsin,Necedah,52950
"New Hampshire",Milton,52933
"South Dakota",Custer,52927
"New Jersey","Maple Shade",52921.5
"New York",Syracuse,52921.2
Vermont,"West Charleston",52918
Michigan,"Dearborn Heights",52912.9
Pennsylvania,"Osceola Mills",52904.5
Georgia,Walthourville,52904.5
Wisconsin,Elcho,52894
Missouri,Cameron,52892
"South Carolina",Swansea,52891.3
"New York",Wampsville,52891
Minnesota,Clarissa,52890
Ohio,"Bowling Green",52887
Missouri,Steelville,52878.5
Pennsylvania,Mercer,52878
"New York",Pulaski,52878
California,"Lake Isabella",52875
Oklahoma,Wellston,52872
Kansas,Mcpherson,52869
Indiana,Shelbyville,52869
Pennsylvania,Gallitzin,52860
California,Compton,52853.5
Texas,Dallardsville,52849
Pennsylvania,"Three Springs",52846
"North Carolina","Snow Camp",52843
Michigan,Grant,52843
Arkansas,Huntsville,52841
Iowa,Wapello,52841
"New York",Bainbridge,52841
Kentucky,Bardstown,52840.5
Oklahoma,Crowder,52840
"West Virginia",Mabscott,52838
Tennessee,Sunbright,52837
Wisconsin,"Prairie Du Chien",52832
"New Hampshire",Tamworth,52830
Georgia,Maysville,52828
Arizona,Safford,52828
"North Carolina",Delco,52827
Nebraska,Humphrey,52821
"New Hampshire",Pembroke,52818
California,"Berry Creek",52817
Virginia,Naruna,52816
Indiana,Plymouth,52815
Iowa,Stratford,52814
"West Virginia","St. Albans",52812.3
Ohio,Fredericktown,52812
"North Dakota",Warwick,52808
Arkansas,Bradford,52801
Pennsylvania,Elderton,52800
"New Jersey","Atlantic City",52795.2
Texas,Gustine,52795
Idaho,Ola,52794
Washington,Clarkston,52793.3
Iowa,Bloomfield,52793
Pennsylvania,Perryopolis,52791
Florida,"Pinellas Park",52790.2
Texas,Somerset,52783
"New York","Pine Bush",52780.7
Ohio,Hanoverton,52779
"North Dakota","Valley City",52778
Nebraska,"Falls City",52771
Vermont,Morrisville,52750
Indiana,Kendallville,52749
Oklahoma,Guthrie,52749
Pennsylvania,Fredericktown,52749
Kansas,Plainville,52742.5
Michigan,Holton,52742
Indiana,Petersburg,52740
Indiana,"Fort Branch",52738
Wisconsin,"Park Falls",52735
Illinois,"Creve Coeur",52732
Iowa,Ottumwa,52727.8
Kansas,Randolph,52725
Kansas,Quinter,52721
"North Carolina",Shallotte,52718.7
"West Virginia","Nutter Fort",52714
"North Dakota",Rugby,52711
Texas,Winona,52710
"New York","Johnson City",52708
Missouri,Lemay,52705
Tennessee,Seymour,52702
"West Virginia","Coal City",52700
Indiana,Chrisney,52700
Georgia,Covington,52697.8
Wisconsin,Whitehall,52697
Tennessee,Townsend,52695
Illinois,Iuka,52693.5
Michigan,Southgate,52690.7
"South Carolina",Varnville,52688
"South Dakota",Bonesteel,52682
Mississippi,Florence,52675
Virginia,Jetersville,52672
Pennsylvania,Spartansburg,52669
Texas,"Knox City",52666
Ohio,Minerva,52662
Kansas,Erie,52656.5
Pennsylvania,Emmaus,52656
Wisconsin,Delavan,52655.5
Virginia,Ettrick,52655
"North Carolina",Pinetops,52650.5
Florida,"Lynn Haven",52650.5
Kansas,Abilene,52631
Pennsylvania,Houtzdale,52629
"New York",Lackawanna,52627.5
Alabama,Elkmont,52624
Texas,Lamesa,52615
Tennessee,Sevierville,52605
Pennsylvania,Strattanville,52603.3
Oklahoma,Erick,52601
Indiana,Flora,52599.5
Georgia,Dublin,52598.5
Ohio,Warsaw,52594
Arkansas,Foreman,52593
Pennsylvania,Myerstown,52592.5
Georgia,Hogansville,52590
Pennsylvania,Tarentum,52589
Pennsylvania,Topton,52582
Mississippi,Fulton,52572
Florida,"Fern Park",52572
Pennsylvania,Scranton,52570.8
Pennsylvania,Orwigsburg,52567
Georgia,Monticello,52554.5
Ohio,"Franklin Furnace",52549
Kansas,Fairbury,52549
California,Lancaster,52545.8
Michigan,Rock,52540
Oklahoma,Canadian,52534
Idaho,Montpelier,52532
Texas,Daisetta,52532
Arkansas,Branch,52530
Florida,"Palm Springs",52528.5
Iowa,Logan,52517
Pennsylvania,"Hanover Township",52517
Florida,"Port St Joe",52512
Washington,Longview,52511.3
Tennessee,Huntingdon,52501
Missouri,Ferguson,52498
Iowa,Corning,52495
"South Carolina",Seabrook,52495
Maryland,Landover,52490
Oklahoma,Fairfax,52486.5
Colorado,Yuma,52473.5
Wisconsin,Coloma,52472
Oklahoma,Chickasha,52466.3
"North Dakota",Elgin,52463
Nebraska,Orchard,52446
"New York",Watervliet,52444
"North Dakota",Neche,52444
Oregon,Riley,52443
Oklahoma,Indiahoma,52432
California,Parlier,52422.5
"North Carolina","Mt. Holly",52412
California,Guadalupe,52410
Arkansas,Gillett,52407
Georgia,"Buena Vista",52407
Iowa,Sibley,52404
Idaho,Menan,52399
Iowa,Laurel,52398
Pennsylvania,Philadelphia,52394.3
Ohio,Hubbard,52390
Georgia,Tallapoosa,52387.5
"South Carolina","Yonges Island",52386
Kansas,Wathena,52382
"New York",Fallsburg,52380.2
Tennessee,"White Bluff",52379
Tennessee,Puryear,52379
Pennsylvania,Dupont,52377
Arizona,Hereford,52370.7
Georgia,"Rabun Gap",52362
"West Virginia",Flemington,52355
Ohio,Hillsboro,52354.7
"North Dakota",Kulm,52353
"South Carolina",Ridgeville,52349
Georgia,Carnesville,52348
Oregon,"North Bend",52347
California,"Imperial Beach",52337.7
Alabama,Hueytown,52337
"West Virginia",Miami,52334
"New York","St Johnsville",52329.5
Illinois,Galesburg,52326.2
Florida,"St Petersburg",52323.2
Alabama,Bessemer,52322.6
Maine,Jackman,52315
Alabama,Auburn,52311.8
Ohio,"Washington Court Hou",52305.5
Ohio,Leesburg,52303
"North Carolina",Fayetteville,52299.2
Alabama,Gordo,52298
Texas,Pearsall,52298
Kentucky,Hickman,52294
"New York",Gasport,52285
Iowa,Cascade,52284
"South Carolina",Mayo,52279
Florida,Eustis,52275.5
Missouri,Pineville,52269
Virginia,"Rural Retreat",52266
Mississippi,Biloxi,52263.1
Wisconsin,"La Crosse",52260.1
Wisconsin,"Wisconsin Dells",52260
Minnesota,Austin,52255.8
Pennsylvania,Halifax,52246
Indiana,Connersville,52241.3
Iowa,"Oxford Junction",52240
Nebraska,Tecumseh,52239
"North Carolina",Newton,52231.5
Virginia,Machipongo,52221
"West Virginia",Warfield,52219
Washington,Curtis,52216
Wisconsin,"Port Wing",52204
"South Dakota",Herreid,52192
Texas,Clyde,52183
Montana,"Great Falls",52175.9
California,Marysville,52172
Georgia,Lithonia,52168
Nebraska,Albion,52167.5
Arkansas,Wilson,52164
Arkansas,Clarksville,52163
Vermont,Jamaica,52163
Vermont,"Saint Albans",52160.5
Virginia,Cleveland,52158
Minnesota,Chisholm,52157
Washington,Washtucna,52156
Georgia,Gainesville,52154.3
Indiana,Marengo,52148
Pennsylvania,Wingate,52145
Ohio,Ashland,52144.3
Iowa,Barnum,52144
"North Carolina",Murphy,52143
"South Dakota",Martin,52141
Kansas,Holton,52132
Oklahoma,Prague,52125
"North Carolina",Richlands,52125
Texas,"Canyon Lake",52120
Indiana,Tipton,52111
"New Mexico",Cliff,52108
Oregon,Roseburg,52105
"North Carolina",Whiteville,52095.7
"North Carolina",Franklinton,52092
Georgia,Hiram,52089
Idaho,"Twin Falls",52087.3
Idaho,Preston,52083
Georgia,Clarkesville,52078
Ohio,Byesville,52074
Alabama,Florence,52072.6
"West Virginia",Mannington,52063
Maryland,"District Heights",52061
Missouri,Edgerton,52059
Virginia,"Cedar Bluff",52058
California,"Point Arena",52057
Missouri,"Green Ridge",52057
Alabama,Opp,52055.7
Illinois,Dakota,52055
"South Carolina",Greenville,52054.8
"North Carolina",Walkertown,52051
"North Carolina",King,52050
Arizona,"Sun City",52042
Oklahoma,Bethany,52026.8
Michigan,Muskegon,52021.4
"North Dakota",Grafton,52017
Massachusetts,Athol,52016
"South Dakota",Wanblee,52016
Tennessee,Mclemoresville,52015
Kentucky,Corbin,52011.3
Iowa,"Grand Junction",52011
"North Carolina",Conover,52001.8
"South Carolina",Ladson,51999.5
Virginia,Rustburg,51998
Kentucky,"East Bernstadt",51997
Michigan,Hudson,51995
Florida,"Highland City",51990
Florida,Quincy,51983
Wisconsin,Gilman,51982
Maine,Alexander,51979
Michigan,Gaylord,51978.7
Florida,Callahan,51972.3
Louisiana,Leesville,51972
Texas,"San Angelo",51970.7
Illinois,"West Salem",51968
Nevada,Alamo,51961
"North Carolina",Lincolnton,51954
Iowa,Lewis,51952
Indiana,"Beech Grove",51950.7
Oregon,Siletz,51950.5
Pennsylvania,Mckeesport,51948
Michigan,Marysville,51945
Michigan,Stephenson,51943.5
Arkansas,Clinton,51943
"New York","College Point",51940
Ohio,Mansfield,51937.7
Florida,"Cutler Bay",51934.7
Maryland,Grantsville,51930
Washington,Concrete,51922.5
Maine,"Saint Agatha",51916
Alabama,Buhl,51913
Kansas,"Dodge City",51912.3
"North Carolina",Beulaville,51912
Massachusetts,Springfield,51910.7
Alabama,Sumiton,51907
Ohio,"Upper Sandusky",51907
Texas,Kirbyville,51899
Ohio,Wooster,51899
Florida,Poinciana,51898
"New York",Belfast,51894
Tennessee,Dandridge,51891.5
Texas,Daingerfield,51891
Missouri,Unionville,51884
Georgia,Loganville,51882
Nebraska,Harrison,51876.5
Louisiana,"Plain Dealing",51873.5
Ohio,Wilmington,51871
Michigan,Custer,51869
Indiana,"North Vernon",51852.5
Michigan,Sebewaing,51847
Arkansas,Ola,51845
Oregon,Joseph,51844
Washington,Yakima,51842
Iowa,Marshalltown,51841.7
Michigan,Ludington,51841
Kansas,Linn,51839
Louisiana,Leonville,51834
Michigan,Vestaburg,51830
California,Ravendale,51826
Kentucky,Versailles,51825
Ohio,Circleville,51824.2
"North Carolina",Mcleansville,51821
Illinois,Charleston,51819
Ohio,"West Jefferson",51811
Michigan,Bellevue,51809
Kentucky,"Russell Springs",51802
Illinois,Cuba,51799.5
Nebraska,Holdrege,51798
Texas,"Mount Pleasant",51782
Texas,Baird,51779
Illinois,Eldorado,51773
Illinois,"Piper City",51773
Kentucky,Nicholasville,51772
Ohio,"North Baltimore",51772
Nebraska,Madison,51770
Illinois,Dolton,51768.7
"South Carolina","Gray Court",51767.5
Louisiana,Grayson,51762
Maine,Camden,51758
Minnesota,"Waite Park",51756
Louisiana,Ball,51755
Texas,Moody,51747
Montana,"Miles City",51740
Ohio,Carrollton,51728
Florida,"Orange City",51727
California,"San Jacinto",51723.5
Missouri,Plattsburg,51715.5
Ohio,Campbell,51709.7
Indiana,"Tell City",51707.5
Texas,Pasadena,51702.6
"West Virginia",Hillsboro,51702
Arkansas,Ward,51697
Michigan,"Twin Lake",51696
"North Carolina","Winston Salem",51694.6
Arizona,"San Carlos",51691
Oklahoma,Geronimo,51685
Wisconsin,Argyle,51676.5
Indiana,"New Albany",51673.2
Wisconsin,"Stevens Point",51673
Arkansas,"Hot Springs",51672.9
"West Virginia",Ravenswood,51666
Pennsylvania,Kittanning,51663
Ohio,Lucas,51663
Pennsylvania,Waterfall,51658
Tennessee,Waverly,51642
Texas,Somerville,51631
Florida,"Port Charlotte",51621
Massachusetts,Palmer,51620
California,Mckinleyville,51618
California,Turlock,51614.7
"North Dakota",Bottineau,51612
Texas,Pollok,51605
Kansas,"Smith Center",51602
Oklahoma,Shidler,51601
Missouri,Lamar,51599.5
Virginia,Shenandoah,51596
Louisiana,Baker,51594
Massachusetts,Pittsfield,51592.8
Idaho,Nampa,51590.5
California,Montague,51585
Texas,Albany,51581
Missouri,Bethany,51578
Pennsylvania,"Marion Center",51574
Arkansas,Searcy,51574
Ohio,Eaton,51570.5
Ohio,Vinton,51570
Texas,Pittsburg,51569.3
Ohio,Akron,51568.1
"West Virginia",Wellsburg,51558
Wisconsin,"Black River Falls",51554
Georgia,Demorest,51554
Pennsylvania,Shinglehouse,51552
Alabama,"Spring Garden",51542
California,Manton,51540
Wisconsin,Pepin,51537
Georgia,Whigham,51517.5
Minnesota,Luverne,51514
Oklahoma,Kansas,51509
Georgia,Palmetto,51506
Wisconsin,Marshfield,51505.3
California,"Monte Rio",51503
Alabama,Cordova,51500
Florida,Gibsonton,51498.5
Pennsylvania,"Sugar Grove",51496
Texas,Tulia,51495
Washington,Shelton,51489
